id,category,severity,title,latitude,longitude,occurred_at,source
INC-0165,VANDALISM,HIGH,Vandalism near Market Cross 59,37.776184,-122.399277,2026-08-04T16:55:34.044081Z,POLICE_ARCHIVE
INC-0166,POOR_LIGHTING_HAZARD,LOW,Poor Lighting Hazard near Central Ave Sec 57,37.77818,-122.407018,2026-03-28T03:37:11.395627Z,PUBLIC_SAFETY_LOG
INC-0167,PHYSICAL_ASSAULT,HIGH,Physical Assault near Pine Green Way 62,37.783565,-122.434338,2026-08-06T22:32:57.602758Z,POLICE_ARCHIVE
INC-0168,SUSPICIOUS_ACTIVITY,LOW,Suspicious Activity near Grand Blvd Sec 42,37.772634,-122.407099,2026-08-16T01:41:29.413146Z,PUBLIC_SAFETY_LOG
INC-0169,VANDALISM,HIGH,Vandalism near Market Cross 88,37.791903,-122.400143,2026-04-28T19:48:23.860572Z,POLICE_ARCHIVE
INC-0170,POOR_LIGHTING_HAZARD,LOW,Poor Lighting Hazard near Market Cross 89,37.788735,-122.392286,2026-07-07T18:16:56.625750Z,PUBLIC_SAFETY_LOG
INC-0171,SUSPICIOUS_ACTIVITY,MEDIUM,Suspicious Activity near Pine Green Way 33,37.7706,-122.429975,2026-08-17T18:41:49.568494Z,PUBLIC_SAFETY_LOG
INC-0172,VANDALISM,LOW,Vandalism near Grand Blvd Sec 69,37.785589,-122.413811,2026-07-20T19:07:41.184651Z,PUBLIC_SAFETY_LOG
INC-0173,TRAFFIC_ACCIDENT,CRITICAL,Traffic Accident near Industrial Way Sec 14,37.763135,-122.400257,2026-07-10T22:43:53.188733Z,POLICE_ARCHIVE
INC-0174,SUSPICIOUS_ACTIVITY,LOW,Suspicious Activity near Grand Blvd Sec 43,37.775424,-122.399755,2026-08-08T23:45:28.273294Z,PUBLIC_SAFETY_LOG
INC-0175,THEFT,HIGH,Theft near Market Cross 58,37.77584,-122.396807,2026-07-05T13:54:33.260383Z,POLICE_ARCHIVE
INC-0176,POOR_LIGHTING_HAZARD,MEDIUM,Poor Lighting Hazard near Industrial Way Sec 14,37.75984,-122.400237,2026-06-10T12:16:04.153134Z,PUBLIC_SAFETY_LOG
INC-0177,TRAFFIC_ACCIDENT,CRITICAL,Traffic Accident near Market Cross 44,37.770347,-122.397083,2026-07-26T04:29:21.228843Z,POLICE_ARCHIVE
INC-0178,THEFT,MEDIUM,Theft near Grand Blvd Sec 41,37.770348,-122.40626,2026-08-20T07:21:11.250192Z,PUBLIC_SAFETY_LOG
INC-0179,VANDALISM,CRITICAL,Vandalism near Market Cross 95,37.793535,-122.39856,2026-07-19T05:55:17.757822Z,POLICE_ARCHIVE
INC-0180,HARASSMENT,HIGH,Harassment near Pine Green Way 81,37.789245,-122.421297,2026-08-19T15:35:29.956157Z,POLICE_ARCHIVE
INC-0181,VANDALISM,LOW,Vandalism near Pine Green Way 76,37.787797,-122.43183,2026-08-07T15:57:25.979924Z,PUBLIC_SAFETY_LOG
INC-0182,POOR_LIGHTING_HAZARD,MEDIUM,Poor Lighting Hazard near Market Cross 74,37.78238,-122.400836,2026-08-05T07:07:38.725353Z,PUBLIC_SAFETY_LOG
INC-0183,POOR_LIGHTING_HAZARD,MEDIUM,Poor Lighting Hazard near Grand Blvd Sec 68,37.782458,-122.406847,2026-08-01T14:03:48.860529Z,PUBLIC_SAFETY_LOG
INC-0184,TRAFFIC_ACCIDENT,MEDIUM,Traffic Accident near Pine Green Way 80,37.78839,-122.419822,2026-05-12T12:51:51.168588Z,PUBLIC_SAFETY_LOG
INC-0185,PHYSICAL_ASSAULT,HIGH,Physical Assault near Grand Blvd Sec 41,37.770455,-122.40612,2026-07-04T16:31:46.120335Z,POLICE_ARCHIVE
INC-0186,HARASSMENT,MEDIUM,Harassment near Market Cross 74,37.783947,-122.400553,2026-07-04T11:57:26.875397Z,PUBLIC_SAFETY_LOG
INC-0187,PHYSICAL_ASSAULT,HIGH,Physical Assault near Pine Green Way 63,37.781718,-122.425914,2026-07-13T13:34:31.871098Z,POLICE_ARCHIVE
INC-0188,PHYSICAL_ASSAULT,CRITICAL,Physical Assault near Market Cross 25,37.769009,-122.413871,2026-07-24T10:38:18.369156Z,POLICE_ARCHIVE
INC-0189,HARASSMENT,HIGH,Harassment near Pine Green Way 63,37.781709,-122.426834,2026-08-11T15:30:30.965197Z,POLICE_ARCHIVE
INC-0190,SUSPICIOUS_ACTIVITY,LOW,Suspicious Activity near Pine Green Way 22,37.764517,-122.415351,2026-07-24T15:23:06.978500Z,PUBLIC_SAFETY_LOG
INC-0191,TRAFFIC_ACCIDENT,CRITICAL,Traffic Accident near Pine Green Way 35,37.770285,-122.421958,2026-06-13T09:56:00.033858Z,POLICE_ARCHIVE
INC-0192,VANDALISM,LOW,Vandalism near Grand Blvd Sec 70,37.782304,-122.405194,2026-07-09T22:41:48.128404Z,PUBLIC_SAFETY_LOG
INC-0193,VANDALISM,MEDIUM,Vandalism near Market Cross 58,37.775932,-122.397765,2026-06-02T07:42:03.677016Z,PUBLIC_SAFETY_LOG
INC-0194,HARASSMENT,MEDIUM,Harassment near Market Cross 27,37.76458,-122.401701,2026-07-02T04:39:29.747908Z,PUBLIC_SAFETY_LOG
INC-0195,HARASSMENT,HIGH,Harassment near Market Cross 27,37.76467,-122.401593,2026-07-21T10:54:30.323466Z,POLICE_ARCHIVE
INC-0196,THEFT,MEDIUM,Theft near Pine Green Way 91,37.794401,-122.425972,2026-07-22T20:35:42.810969Z,PUBLIC_SAFETY_LOG
INC-0197,HARASSMENT,HIGH,Harassment near Grand Blvd Sec 53,37.782377,-122.420676,2026-08-16T01:27:10.062243Z,POLICE_ARCHIVE
INC-0198,PHYSICAL_ASSAULT,CRITICAL,Physical Assault near Industrial Way Sec 32,37.768733,-122.393711,2026-07-17T20:21:57.931604Z,POLICE_ARCHIVE
INC-0199,TRAFFIC_ACCIDENT,HIGH,Traffic Accident near Market Cross 58,37.775791,-122.398705,2026-07-31T01:43:07.396717Z,POLICE_ARCHIVE
INC-0200,TRAFFIC_ACCIDENT,CRITICAL,Traffic Accident near Market Cross 59,37.781202,-122.400876,2026-06-22T04:34:37.567506Z,POLICE_ARCHIVE
INC-0201,VANDALISM,MEDIUM,Vandalism near Market Cross 82,37.787916,-122.409817,2026-07-21T19:36:54.253590Z,PUBLIC_SAFETY_LOG
INC-0202,PHYSICAL_ASSAULT,CRITICAL,Physical Assault near Pine Green Way 64,37.78351,-122.428286,2026-07-17T08:58:39.876215Z,POLICE_ARCHIVE
INC-0203,VANDALISM,MEDIUM,Vandalism near Market Cross 88,37.791883,-122.400184,2026-06-10T04:09:27.566921Z,PUBLIC_SAFETY_LOG
INC-0204,TRAFFIC_ACCIDENT,HIGH,Traffic Accident near Central Ave Sec 57,37.779073,-122.40708,2026-02-22T11:02:00.339836Z,POLICE_ARCHIVE
INC-0205,TRAFFIC_ACCIDENT,MEDIUM,Traffic Accident near Pine Green Way 21,37.769771,-122.427823,2026-08-03T16:29:40.242743Z,PUBLIC_SAFETY_LOG
INC-0206,TRAFFIC_ACCIDENT,LOW,Traffic Accident near Pine Green Way 7,37.758399,-122.418237,2026-08-10T03:47:34.636633Z,PUBLIC_SAFETY_LOG
INC-0207,THEFT,HIGH,Theft near Pine Green Way 1,37.75793,-122.434161,2026-07-22T18:28:01.922765Z,POLICE_ARCHIVE
INC-0208,TRAFFIC_ACCIDENT,LOW,Traffic Accident near Industrial Way Sec 16,37.763245,-122.39379,2026-08-18T05:21:36.564086Z,PUBLIC_SAFETY_LOG
INC-0209,TRAFFIC_ACCIDENT,MEDIUM,Traffic Accident near Industrial Way Sec 14,37.759953,-122.400221,2026-06-23T01:50:27.524187Z,PUBLIC_SAFETY_LOG
INC-0210,TRAFFIC_ACCIDENT,MEDIUM,Traffic Accident near Market Cross 9,37.758032,-122.410936,2026-07-28T11:57:13.997528Z,PUBLIC_SAFETY_LOG
INC-0211,THEFT,HIGH,Theft near Grand Blvd Sec 53,37.779911,-122.421111,2026-05-22T16:50:52.619687Z,POLICE_ARCHIVE
INC-0212,SUSPICIOUS_ACTIVITY,MEDIUM,Suspicious Activity near Market Cross 45,37.775367,-122.399467,2026-08-08T14:23:14.966484Z,PUBLIC_SAFETY_LOG
INC-0213,HARASSMENT,HIGH,Harassment near Market Cross 89,37.788453,-122.392229,2026-08-11T15:39:30.288056Z,POLICE_ARCHIVE
INC-0214,HARASSMENT,HIGH,Harassment near Central Ave Sec 38,37.773599,-122.420844,2026-08-10T05:13:21.671163Z,POLICE_ARCHIVE
INC-0215,PHYSICAL_ASSAULT,CRITICAL,Physical Assault near Market Cross 82,37.788057,-122.409919,2026-02-28T21:22:31.023134Z,POLICE_ARCHIVE
INC-0216,SUSPICIOUS_ACTIVITY,LOW,Suspicious Activity near Market Cross 47,37.773425,-122.393246,2026-02-27T17:25:14.992794Z,PUBLIC_SAFETY_LOG
INC-0217,TRAFFIC_ACCIDENT,CRITICAL,Traffic Accident near Pine Green Way 2,37.759617,-122.435718,2026-06-19T16:41:06.601696Z,POLICE_ARCHIVE
INC-0218,POOR_LIGHTING_HAZARD,LOW,Poor Lighting Hazard near Grand Blvd Sec 55,37.780173,-122.413843,2026-07-14T00:56:15.230466Z,PUBLIC_SAFETY_LOG
INC-0219,VANDALISM,LOW,Vandalism near Central Ave Sec 66,37.782336,-122.414402,2026-08-05T01:29:11.999476Z,PUBLIC_SAFETY_LOG
